id,sentence,isIssue,isAlternative,isPro,isCon,isDecision,,
246,"IMO at least StrictMath should not have this optimization...
+1 for that.",0,0,1,0,0,,
247,"StrictMath doesn't say anything about being constant in time, all it says is, basically:
To help ensure portability of Java programs, the definitions of some of the numeric functions in this package require that they produce the same results as certain published algorithms.",0,1,1,0,0,,
248,[...] The Java math library is defined with respect to fdlibm version 5.3.,0,0,0,0,0,,
249,"And fdlibm doesn't have these conversion methods, so it's not violating its spec?",0,0,0,0,0,,
250,Then why does StrictMath.java have a separate toRadians method at all with strictfp?,1,0,0,0,0,,
251,That's what I'm saying – I don't know!,0,0,0,0,0,,
252,"And seriously, I think it indeed misses the point: if StrictMath does have this method and the reference (fdlibm) doesn't have it then it should at least stick to identical implementation.",0,1,0,0,0,,
253,I would file a bug.,0,0,0,0,0,,
254,strictfp is another issue,"issue, con",1,0,0,1,0,
255,"I recall we did hit it once (a long time ago) when we tested on sparcs, amds and intels in parallel – we had reference results of matrix computations (in high precision) and there was some inaccuracies in tiny digits.",1,0,0,0,0,,
256,"I know what it does, i am saying it makes no sense to have the method there at all if its result may change.",0,0,0,1,0,,
257,"Commit a4bf526a62dbf5e2c3fed6d98112c71ed33e15d6 in lucene-solr's branch refs/heads/master from Karl Wright
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=a4bf526 ]
LUCENE-7194: Roll our own toRadians() method, and also make it less likely we'll need to restaple the toString() tests.",0,0,0,0,0,,
258,"Commit f6be813308133de06e08717309750e1f47dd73d1 in lucene-solr's branch refs/heads/branch_6x from Karl Wright
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f6be813 ]
LUCENE-7194: Roll our own toRadians() method, and also make it less likely we'll need to restaple the toString() tests.",0,0,0,0,0,,
259,+1 to rolling our own in any case.,0,0,1,0,0,,
260,Committed changes to the spatial3d module for this purpose.,0,0,0,0,1,,
261,Not sure where else it's used?,1,0,0,0,0,,
262,Thanks Karl Wright.,0,0,0,0,0,,
263,"I think we should just add this to our forbidden API list, then see what fails (because it's using these APIs), and correct them...",0,1,0,0,0,,
264,Michael McCandless How do I add these to the forbidden API list?,0,0,0,0,0,,
265,"Karl Wright Oh, I think you just add it to lucene/tools/forbiddenApis/lucene.txt?",0,0,0,0,0,,
266,And then run ant precommit and you should see failures from places using these APIs...,0,0,0,0,0,,
267,"Here's what it spits out:


[forbidden-apis] Forbidden method invocation: java.lang.Math#toRadians(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:94)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toRadians(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:95)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toDegrees(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:121)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toDegrees(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:121)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toDegrees(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:121)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toDegrees(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:121)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toRadians(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:151)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toDegrees(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.geo.Rectangle (Rectangle.java:169)
[forbidden-apis] Forbidden method invocation: java.lang.Math#toRadians(double) [Use NIO.2 instead]
[forbidden-apis]   in org.apache.lucene.util.SloppyMath (SloppyMath.java:212)
[forbidden-apis] Scanned 2733 (and 585 related) class file(s) for forbidden API
invocations (in 2.98s), 9 error(s).",0,0,0,0,0,,
268,Robert Muir: Is this still needed?,0,0,0,0,0,,
269,"In SloppyMath.java I see the following:


  // haversin
  // TODO: remove these for java 9, they fixed Math.toDegrees()/toRadians() to work just like this.",1,0,0,0,0,,
270,"public static final double TO_RADIANS = Math.PI / 180D;
  public static final double TO_DEGREES = 180D / Math.PI;


... which leads me to wonder if Java 9 was fixed and we should instead be using Math.toDegrees()/toRadians() everywhere?",0,1,0,0,0,,
271,Maybe Uwe Schindler knows?,0,0,0,0,0,,
272,Here's the patch,0,1,0,0,0,,
273,"Commit b11e48c7553daed127b1b231641d7367a09aed1b in lucene-solr's branch refs/heads/master from Karl Wright
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b11e48c ]
LUCENE-7194: Ban Math.toRadians and Math.toDegrees",0,0,0,0,0,,
274,"Commit 40ca6f1d64ab8ec2e873c2a6c6815ca449b046a4 in lucene-solr's branch refs/heads/branch_6x from Karl Wright
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=40ca6f1 ]
LUCENE-7194: Ban Math.toRadians and Math.toDegrees",0,0,0,0,0,,
275,"Commit 388d388c990c8d9e05ec9ba9bc881fdc921e734b in lucene-solr's branch refs/heads/branch_6x from Karl Wright
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=388d388 ]
LUCENE-7194: Ban Math.toRadians, Math.toDegrees",0,0,0,0,0,,
276,Thank you Karl Wright!,0,0,0,0,0,,
277,"Yikes, I'll take it.",0,0,0,0,0,,
278,Patch.,0,1,0,0,0,,
279,I also hit and fixed a separate bug in InetAddressPoint.newSetQuery where it hit an exception if you tried to pass more than one InetAddress in the set   Sheesh.,0,0,0,0,1,,
280,s/comparsion/comparison/ but otherwise +1 to the patch,0,0,1,1,0,,
281,nice find!,0,0,0,0,0,,
282,"Commit 770e508fd3d908e9bf7997361299af96aa437b75 in lucene-solr's branch refs/heads/master from Mike McCandless
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=770e508 ]
LUCENE-7085: PointRangeQuery.equals sometimes returns false even if queries were in fact equal",0,0,0,0,0,,
283,"Commit 9f8fe1239afb7089b9f85432d076bdd778d3cd50 in lucene-solr's branch refs/heads/branch_6x from Mike McCandless
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=9f8fe12 ]
LUCENE-7085: PointRangeQuery.equals sometimes returns false even if queries were in fact equal",0,0,0,0,0,,
284,"Commit f0ed113bb6ebed008bc9aa5954e12de98d62c951 in lucene-solr's branch refs/heads/branch_6_0 from Mike McCandless
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f0ed113 ]
LUCENE-7085: PointRangeQuery.equals sometimes returns false even if queries were in fact equal",0,0,0,0,0,,
285,"What a nice catch, thanks Adrien Grand!",0,0,0,0,0,,
318,I just want to be sure that maybe others also tested it with his/her Git installation.,0,0,0,0,0,,
319,"Commit 424a647af4d093915108221bcd4390989303b426 in lucene-solr's branch refs/heads/master from Uwe Schindler
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=424a647 ]
LUCENE-6995, LUCENE-6938: Add branch change trigger to common-build.xml to keep sane build on GIT branch change",0,0,0,0,0,,
320,"Commit 0ef36fcdd107084a2ac3156943f01eb5f7dd9c74 in lucene-solr's branch refs/heads/branch_5x from Uwe Schindler
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=0ef36fc ]
LUCENE-6995, LUCENE-6938: Add branch change trigger to common-build.xml to keep sane build on GIT branch change",0,0,0,0,0,,
321,I committed this.,0,0,0,0,1,,
322,I think we should open another issues about the multiple build dir change.,1,0,0,0,0,,
323,"Commit b0e769c3ec598dd7398cc8df123bc4c41069e2c3 in lucene-solr's branch refs/heads/branch_5_4 from Uwe Schindler
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b0e769c ]
LUCENE-6995, LUCENE-6938: Add branch change trigger to common-build.xml to keep sane build on GIT branch change",0,0,0,0,0,,
286,Patch.,0,1,0,0,0,,
287,this is a really good idea.,0,0,1,0,0,,
288,"otherwise we are going to get bug reports that look like data corruption:

   [junit4]    > Caused by: java.lang.IllegalArgumentException: Version is too old, should be at least 2 (got 0)
   [junit4]    >     at org.apache.lucene.util.packed.PackedInts.checkVersion(PackedInts.java:77)
   [junit4]    >     at org.apache.lucene.util.packed.PackedInts.getDecoder(PackedInts.java:742)
   [junit4]    >     at org.apache.lucene.codecs.lucene50.ForUtil.<clinit>(ForUtil.java:64)
   [junit4]    >     ... 50 more",0,0,0,1,0,,
289,This is interesting because I don't see this behavior.,0,0,0,0,0,,
290,"When I checkout a historical branch, it just updates timestamps on changed files in the working copy, but updates them to checkout time?",0,0,0,0,0,,
291,"$ ls -l build.xml
-rw-r--r-- 1 dweiss dweiss 35579 Jan 26 14:55 build.xml

# historical hash from Sep. 5:
$ git checkout 8f5259b4ff2d5f0
$ ls -l build.xml
-rw-r--r-- 1 dweiss dweiss 25633 Jan 26 14:56 build.xml",0,0,0,0,0,,
292,"I think it's your build folders that are in an insane state, not the checked out files?",0,0,0,0,0,,
293,"I'm not against this patch, I just find it odd you're experiencing the issue because I've never had any problem with it (yes, git will not wipe out any ignored files automatically – these are ignored after all – but it'll switch any versioned files and update timestamps properly).",0,0,0,1,0,,
294,Please make this an opt-out feature.,0,1,0,0,0,,
295,"I prefer to git clean the build folder myself, actually (faster than ant).",0,0,1,0,0,,
296,It happened to me twice this morning already.,0,0,0,0,0,,
297,Just doing things like running tests and forgetting to clean when switching branches.,0,0,0,0,0,,
298,"Ok, but this isn't related to timestamps on version-controlled files, only on the fact that build artefacts coexist?",0,0,0,0,0,,
299,"If so, it'd be an interesting exercise to not clean after a branch switch but have branch-dedicated build folder.",0,1,1,0,0,,
300,This way you could actually switch a branch and then continue working as usual because it should work flawlessly.,0,0,1,0,0,,
301,"...have branch-dedicated build folder
I like that idea!",0,0,1,0,0,,
302,I guess it's manually possible now with -Dbuild.dir=my_branch_dir?,0,1,0,0,0,,
303,"If so, it'd be an interesting exercise to not clean after a branch switch but have branch-dedicated build folder.",0,1,1,0,0,,
304,This way you could actually switch a branch and then continue working as usual because it should work flawlessly.,0,0,1,0,0,,
305,This is an interesting idea.,0,0,1,0,0,,
306,"But if we do this, I think it should be `build/<branch>` and ant clean still removes build entirely (means it still really cleans).",0,1,0,0,0,,
307,"I guess it will force us to fix places in the build/python scripts/whatever that might have a hardcoded `build/` somewhere, and so on.",0,1,0,0,0,,
308,"Yes, absolutely.",0,0,1,0,0,,
309,Ant clean should really clean everything.,0,1,1,0,0,,
310,"As a side note, I use this very often:


git clean -xfd


This removes everything (including all ignored files, etc.)",0,1,1,0,0,,
311,and restores a pristine checkout state.,0,0,1,0,0,,
312,Just in case somebody finds it useful.,0,0,0,0,0,,
313,+1 to close this trap ASAP.,0,0,1,0,0,,
314,The errors you hit when ant doesn't realize you've switched git branches are awful.,1,0,0,0,0,,
315,"Can we iterate by committing this solution first, then working on the separate build directory as a followup.",0,1,0,0,0,,
316,"Again, the current situation is a real problem, because the errors you see look like corruption.",1,0,0,0,0,,
317,I have no problem committing and pushing this soon.,0,0,0,0,0,,
324,Patch of 11 Nov 2015.,0,1,0,0,0,,
325,"Most of the changes are to pass numDocs down to where it is actually used:
ConjunctionDISI, DisjunctionDISIApproximation, DisjunctionScorer, ConjunctionSpans, SpanOrQuery.",0,1,0,0,0,,
326,"This is incomplete, there no tests.",0,0,0,1,0,,
327,MinShouldMatchSumScorer only has the disjunctions done.,0,1,1,0,0,,
328,"For un/ordered NearSpans there is a division by 4 (unordered) and by 8 (ordered) for zero allowed slop, something like this should also be done for the PhraseQueries.",0,1,0,0,0,,
329,"SpanContaining and SpanWithin use the conjunction estimation, these should also be smaller.",0,1,0,0,0,,
330,The independence that is assumed is normally not there.,0,0,0,1,0,,
331,"However, the cost() results are only used to order the input DISIs/Scorers for optimization, and for that I expect this assumption to work nicely.",0,0,1,0,0,,
332,But so would the current worst-case approach?,1,0,0,0,0,,
333,That one is actually solved nowadays by the two phase approach.,0,1,0,0,0,,
334,I'll think of a better example later.,0,0,0,0,0,,
335,"There are very likely situations where you can still decrease query runtime even further with a different order of clauses than the one based on current worst-case estimates, and I agree that the naming 'cost()' doesn't really reflect the conservative estimates.",0,1,1,0,0,,
336,"However, any other non-worst-case estimate might err very badly and make queries that are currently reasonably fast extremely slow.",0,0,0,1,0,,
337,"It comes down to trading in worst-case behavior to gain average/throughput, but usually people care more about the slowest/hardest queries.",0,0,1,1,0,,
338,"However, maybe we can have worst-case and other estimates too and choose to use the latter only in cases where even making the wrong decision won't be too bad, so that you're speculative on the fast queries to gain throughput, but conservative on potentially slow queries.",0,1,1,0,0,,
339,"Another reason why I started this is that the result of cost() is also used as weights for matchCost() at LUCENE-6276, and I'd prefer those weights to be as accurate as reasonably possible.",0,1,1,0,0,,
340,I think we can keep this (assuming independence for conjunctions and disjunctions) as a possible alternative until the current implementation gives a bad result.,0,1,0,0,0,,
341,"For the proximity queries (Phrases, Spans) this reduces the conjunction cost() using the allowed slop.",0,0,1,0,0,,
342,Would it be worthwhile to open a separate issue for that?,0,0,0,0,0,,
343,Patch of 15 Nov 2015.,0,1,0,0,0,,
344,Resolve conflicts after LUCENE-6276.,0,0,0,0,1,,
345,I tried this patch with the wikimedium5m benchmark.,0,1,0,0,0,,
346,"This showed no significant differences to current trunk, the differences where never bigger than 2.1\% either way, and well within the standard deviations.",0,0,0,1,0,,
347,This could be because the patch here should have influence for more complex queries than the one in the benchmark.,0,0,0,0,0,,
348,I might try to add more complex queries to the benchmark later.,0,1,0,0,0,,
349,"Here is the benchmark output, it might be good for future reference:


                    TaskQPS baseline      StdDevQPS my_modified_version      StdDev                Pct diff
                HighTerm      178.20      (1.8\%)      174.50      (5.6\%)   -2.1\% (  -9\% -    5\%)
                 MedTerm      641.36      (1.6\%)      630.32      (4.9\%)   -1.7\% (  -8\% -    4\%)
              OrHighHigh       57.02      (5.5\%)       56.32      (6.6\%)   -1.2\% ( -12\% -   11\%)
               OrHighMed      107.80      (5.2\%)      106.89      (6.2\%)   -0.8\% ( -11\% -   11\%)
             AndHighHigh      100.02      (2.3\%)       99.34      (0.7\%)   -0.7\% (  -3\% -    2\%)
                 LowTerm     2477.28      (3.0\%)     2463.27      (5.5\%)   -0.6\% (  -8\% -    8\%)
              AndHighMed      627.58      (1.5\%)      625.22      (1.2\%)   -0.4\% (  -3\% -    2\%)
              HighPhrase       81.21      (4.2\%)       80.98      (4.3\%)   -0.3\% (  -8\% -    8\%)
               OrHighLow      136.70      (3.1\%)      136.35      (2.1\%)   -0.3\% (  -5\% -    5\%)
               LowPhrase      181.55      (2.2\%)      181.09      (2.0\%)   -0.3\% (  -4\% -    4\%)
         MedSloppyPhrase       56.03      (2.9\%)       55.93      (3.1\%)   -0.2\% (  -5\% -    5\%)
             MedSpanNear       52.77      (1.7\%)       52.68      (2.6\%)   -0.2\% (  -4\% -    4\%)
         LowSloppyPhrase      106.15      (2.9\%)      106.01      (3.1\%)   -0.1\% (  -6\% -    6\%)
               MedPhrase       39.38      (3.8\%)       39.36      (3.3\%)   -0.1\% (  -6\% -    7\%)
                  Fuzzy1      137.14      (2.1\%)      137.06      (1.5\%)   -0.1\% (  -3\% -    3\%)
                  Fuzzy2       79.28      (1.9\%)       79.25      (1.5\%)   -0.0\% (  -3\% -    3\%)
             LowSpanNear       94.38      (1.7\%)       94.35      (2.8\%)   -0.0\% (  -4\% -    4\%)
            OrNotHighMed      444.12      (1.7\%)      444.36      (1.2\%)    0.1\% (  -2\% -    2\%)
              AndHighLow     1878.59      (2.0\%)     1880.20      (1.9\%)    0.1\% (  -3\% -    4\%)
                 Respell      106.47      (1.9\%)      106.62      (1.7\%)    0.1\% (  -3\% -    3\%)
            OrNotHighLow     1831.85      (1.7\%)     1834.68      (1.3\%)    0.2\% (  -2\% -    3\%)
           OrNotHighHigh       69.75      (1.6\%)       69.91      (1.4\%)    0.2\% (  -2\% -    3\%)
            HighSpanNear       36.38      (2.8\%)       36.47      (3.8\%)    0.3\% (  -6\% -    7\%)
        HighSloppyPhrase       45.58      (3.6\%)       45.70      (3.5\%)    0.3\% (  -6\% -    7\%)
            OrHighNotLow       65.78      (7.0\%)       66.03      (8.4\%)    0.4\% ( -14\% -   16\%)
                 Prefix3      448.85      (3.5\%)      450.67      (3.8\%)    0.4\% (  -6\% -    8\%)
                Wildcard      114.35      (4.8\%)      115.02      (4.6\%)    0.6\% (  -8\% -   10\%)
                  IntNRQ       23.48      (7.4\%)       23.71      (7.7\%)    1.0\% ( -13\% -   17\%)
                PKLookup      360.70      (1.7\%)      364.91      (3.1\%)    1.2\% (  -3\% -    6\%)
            OrHighNotMed      178.99      (7.2\%)      181.91      (8.2\%)    1.6\% ( -12\% -   18\%)
           OrHighNotHigh       39.78      (7.1\%)       40.63      (7.5\%)    2.1\% ( -11\% -   18\%)",0,0,0,0,0,,
