@relation rationale
@attribute sentence string
@attribute isIssue {0,1}
@attribute isAlternative {0,1}
@attribute isPro {0,1}
@attribute isCon {0,1}
@attribute isDecision {0,1}
@data
'This bug was fixed in the package linux-aws - 4.4.0-1018.27\n---------------\nlinux-aws (4.4.0-1018.27) xenial; urgency=low\n\xa0\xa0* linux-aws: 4.4.0-1018.27 -proposed tracker (LP: #1691184)\n\xa0\xa0* linux xenial derivatives fail to build (LP: #1691814)\n\xa0\xa0\xa0\xa0- [Packaging] Set do_tools_common in common vars\n\xa0\xa0\xa0\xa0- [Packaging] Do not build tools-common\n\xa0\xa0*  linux-aws/linux-gke incorrectly producing an empty linux-*-source package-*\n\xa0\xa0\xa0\xa0(LP: #1690183)\n\xa0\xa0\xa0\xa0- [Packaging] drop linux-aws-source-* package\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] linux-tools-* linux-cloud-tools-* share -common packages with linux\n\xa0\xa0* disable many ACPI features (LP: #1689372)\n\xa0\xa0\xa0\xa0- [config] AWS: disable assorted ACPI features\n\xa0\xa0* disable NOUVEAU (LP: #1689373)\n\xa0\xa0\xa0\xa0- [config] AWS: disable NOUVEAU\n\xa0\xa0* disable GPIOLIB, PINCTRL, and all consumers of them (LP: #1689374)\n\xa0\xa0\xa0\xa0- [config] AWS: disable INTEL_LPSS, AMD_PLATFORM, PINCTRL\n\xa0\xa0\xa0\xa0- [config] AWS: disable GPIOLIB\n\xa0\xa0[ Ubuntu: 4.4.0-79.100 ]\n\xa0\xa0* linux: 4.4.0-79.100 -proposed tracker (LP: #1691180)\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0gke versions\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0aws versions\n\xa0\xa0\xa0\xa0- [Packaging] prevent linux-*-tools-common from being produced from non linux\n\xa0\xa0\xa0\xa0\xa0\xa0packages\n\xa0\xa0* CVE-2017-0605\n\xa0\xa0\xa0\xa0- tracing: Use strlcpy() instead of strcpy() in __trace_find_cmdline()\n\xa0\xa0* i915-bpo crashes on external hdmi input (LP: #1580272)\n\xa0\xa0\xa0\xa0- SAUCE: i915_bpo: Silence the warning about watermark entries not changing\n\xa0\xa0* Kernel panics on Xenial when using cgroups and strict CFS limits\n\xa0\xa0\xa0\xa0(LP: #1687512)\n\xa0\xa0\xa0\xa0- sched/fair: Initialize throttle_count for new task-groups lazily\n\xa0\xa0\xa0\xa0- sched/fair: Do not announce throttled next buddy in dequeue_task_fair()\n\xa0\xa0* bonding - mlx5 - speed changed to 0 after changing ring size  (LP: #1687877)\n\xa0\xa0\xa0\xa0- bonding: allow notifications for bond_set_slave_link_state\n\xa0\xa0* Xenial update to 4.4.67 stable release (LP: #1689296)\n\xa0\xa0\xa0\xa0- timerfd: Protect the might cancel mechanism proper\n\xa0\xa0\xa0\xa0- Handle mismatched open calls\n\xa0\xa0\xa0\xa0- ASoC: intel: Fix PM and non-atomic crash in bytcr drivers\n\xa0\xa0\xa0\xa0- ALSA: ppc/awacs: shut up maybe-uninitialized warning\n\xa0\xa0\xa0\xa0- drbd: avoid redefinition of BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- mtd: avoid stack overflow in MTD CFI code\n\xa0\xa0\xa0\xa0- net: tg3: avoid uninitialized variable warning\n\xa0\xa0\xa0\xa0- netlink: Allow direct reclaim for fallback allocation\n\xa0\xa0\xa0\xa0- IB/qib: rename BITS_PER_PAGE to RVT_BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- IB/ehca: fix maybe-uninitialized warnings\n\xa0\xa0\xa0\xa0- ext4: require encryption feature for EXT4_IOC_SET_ENCRYPTION_POLICY\n\xa0\xa0\xa0\xa0- ext4 crypto: revalidate dentry after adding or removing the key\n\xa0\xa0\xa0\xa0- ext4 crypto: use dget_parent() in ext4_d_revalidate()\n\xa0\xa0\xa0\xa0- ext4/fscrypto: avoid RCU lookup in d_revalidate\n\xa0\xa0\xa0\xa0- nfsd4: minor NFSv2/v3 write decoding cleanup\n\xa0\xa0\xa0\xa0- nfsd: stricter decoding of write-like NFSv2/v3 ops\n\xa0\xa0\xa0\xa0- dm ioctl: prevent stack leak in dm ioctl call\n\xa0\xa0\xa0\xa0- Linux 4.4.67\n\xa0\xa0* Precis...',0,0,0,0,1
'This bug was fixed in the package linux-gke - 4.4.0-1014.14\n---------------\nlinux-gke (4.4.0-1014.14) xenial; urgency=low\n\xa0\xa0* linux-gke: 4.4.0-1014.14 -proposed tracker (LP: #1691186)\n\xa0\xa0* linux xenial derivatives fail to build (LP: #1691814)\n\xa0\xa0\xa0\xa0- [Packaging] Set do_tools_common in common vars\n\xa0\xa0\xa0\xa0- [Packaging] Put hooks.mk file in the right place\n\xa0\xa0*  linux-aws/linux-gke incorrectly producing an empty linux-*-source package-*\n\xa0\xa0\xa0\xa0(LP: #1690183)\n\xa0\xa0\xa0\xa0- [Packaging] drop linux-gke-source-* package\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] linux-tools-* linux-cloud-tools-* share -common packages with linux\n\xa0\xa0[ Ubuntu: 4.4.0-79.100 ]\n\xa0\xa0* linux: 4.4.0-79.100 -proposed tracker (LP: #1691180)\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0gke versions\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0aws versions\n\xa0\xa0\xa0\xa0- [Packaging] prevent linux-*-tools-common from being produced from non linux\n\xa0\xa0\xa0\xa0\xa0\xa0packages\n\xa0\xa0* CVE-2017-0605\n\xa0\xa0\xa0\xa0- tracing: Use strlcpy() instead of strcpy() in __trace_find_cmdline()\n\xa0\xa0* i915-bpo crashes on external hdmi input (LP: #1580272)\n\xa0\xa0\xa0\xa0- SAUCE: i915_bpo: Silence the warning about watermark entries not changing\n\xa0\xa0* Kernel panics on Xenial when using cgroups and strict CFS limits\n\xa0\xa0\xa0\xa0(LP: #1687512)\n\xa0\xa0\xa0\xa0- sched/fair: Initialize throttle_count for new task-groups lazily\n\xa0\xa0\xa0\xa0- sched/fair: Do not announce throttled next buddy in dequeue_task_fair()\n\xa0\xa0* bonding - mlx5 - speed changed to 0 after changing ring size  (LP: #1687877)\n\xa0\xa0\xa0\xa0- bonding: allow notifications for bond_set_slave_link_state\n\xa0\xa0* Xenial update to 4.4.67 stable release (LP: #1689296)\n\xa0\xa0\xa0\xa0- timerfd: Protect the might cancel mechanism proper\n\xa0\xa0\xa0\xa0- Handle mismatched open calls\n\xa0\xa0\xa0\xa0- ASoC: intel: Fix PM and non-atomic crash in bytcr drivers\n\xa0\xa0\xa0\xa0- ALSA: ppc/awacs: shut up maybe-uninitialized warning\n\xa0\xa0\xa0\xa0- drbd: avoid redefinition of BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- mtd: avoid stack overflow in MTD CFI code\n\xa0\xa0\xa0\xa0- net: tg3: avoid uninitialized variable warning\n\xa0\xa0\xa0\xa0- netlink: Allow direct reclaim for fallback allocation\n\xa0\xa0\xa0\xa0- IB/qib: rename BITS_PER_PAGE to RVT_BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- IB/ehca: fix maybe-uninitialized warnings\n\xa0\xa0\xa0\xa0- ext4: require encryption feature for EXT4_IOC_SET_ENCRYPTION_POLICY\n\xa0\xa0\xa0\xa0- ext4 crypto: revalidate dentry after adding or removing the key\n\xa0\xa0\xa0\xa0- ext4 crypto: use dget_parent() in ext4_d_revalidate()\n\xa0\xa0\xa0\xa0- ext4/fscrypto: avoid RCU lookup in d_revalidate\n\xa0\xa0\xa0\xa0- nfsd4: minor NFSv2/v3 write decoding cleanup\n\xa0\xa0\xa0\xa0- nfsd: stricter decoding of write-like NFSv2/v3 ops\n\xa0\xa0\xa0\xa0- dm ioctl: prevent stack leak in dm ioctl call\n\xa0\xa0\xa0\xa0- Linux 4.4.67\n\xa0\xa0* Precision Rack failed to resume from S4 (LP: #1686061)\n\xa0\xa0\xa0\xa0- x86 / hibernate: Use hlt_play_dead() when resuming from hibernation\n\xa0\xa0\xa0\xa0- x86/boot: Split out kernel_ident_mapping_init()\n\xa0\xa0\xa0\xa0- x86/power/64: Always create temporary identity mapping correctly\n\xa0\xa0* Xenial update to 4.4.66 stable release (LP: #1688505)\n\xa0\xa0\xa0\xa0- f2fs: do more int...',0,0,0,0,1
'This bug is awaiting verification that the kernel in -proposed solves the problem.',0,1,0,0,0
'Please test the kernel and update this bug with the results.',0,0,0,0,0
"If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'.",0,0,0,0,0
"If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.",0,0,0,0,0
'If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.',0,0,0,0,0
'See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.',0,0,0,0,0
'Thank you!',0,0,0,0,0
'Issue is now fixed:\n$ sudo apt-get install linux-tools-generic\n[...]\n$ sudo apt-get install linux-tools-gke\nReading package lists...',0,0,0,0,1
'Done\nBuilding dependency tree\nReading state information...',0,0,0,0,0
'Done\nThe following additional packages will be installed:\n\xa0\xa0linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke\nThe following NEW packages will be installed:\n\xa0\xa0linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke linux-tools-gke\n0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.',0,0,0,0,0
'Need to get 703 kB of archives.',0,0,0,0,0
'After this operation, 2212 kB of additional disk space will be used.',0,0,0,0,0
'Do you want to continue?',0,0,0,0,0
'[Y/n]\nGet:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-gke-tools-4.4.0-1014 amd64 4.4.0-1014.14 [698 kB]\nGet:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-4.4.0-1014-gke amd64 4.4.0-1014.14 [2604 B]\nGet:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-gke amd64 4.4.0.1014.16 [2370 B]\nFetched 703 kB in 0s (1828 kB/s)\nSelecting previously unselected package linux-gke-tools-4.4.0-1014.',0,0,0,0,0
'(Reading database ... 70265 files and directories currently installed.)',0,0,0,0,0
'Preparing to unpack .../linux-gke-tools-4.4.0-1014_4.4.0-1014.14_amd64.deb ...\nUnpacking linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...',0,0,0,0,0
'Selecting previously unselected package linux-tools-4.4.0-1014-gke.',0,0,0,0,0
'Preparing to unpack .../linux-tools-4.4.0-1014-gke_4.4.0-1014.14_amd64.deb ...\nUnpacking linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...',0,0,0,0,0
'Selecting previously unselected package linux-tools-gke.',0,0,0,0,0
'Preparing to unpack .../linux-tools-gke_4.4.0.1014.16_amd64.deb ...\nUnpacking linux-tools-gke (4.4.0.1014.16) ...',0,0,0,0,0
'Setting up linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...',0,0,0,0,0
'Setting up linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...',0,0,0,0,0
'Setting up linux-tools-gke (4.4.0.1014.16) ...\n$ sudo apt-get install linux-tools-aws\nReading package lists...',0,0,0,0,0
'Done\nBuilding dependency tree\nReading state information...',0,0,0,0,0
'Done\nThe following additional packages will be installed:\n\xa0\xa0linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws\nThe following NEW packages will be installed:\n\xa0\xa0linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws linux-tools-aws\n0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.',0,0,0,0,0
'Need to get 703 kB of archives.',0,0,0,0,0
'After this operation, 2232 kB of additional disk space will be used.',0,0,0,0,0
'Do you want to continue?',0,0,0,0,0
'[Y/n]\nGet:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-aws-tools-4.4.0-1018 amd64 4.4.0-1018.27 [698 kB]\nGet:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-4.4.0-1018-aws amd64 4.4.0-1018.27 [2598 B]\nGet:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-aws amd64 4.4.0.1018.21 [2278 B]\nFetched 703 kB in 0s (1891 kB/s)\nSelecting previously unselected package linux-aws-tools-4.4.0-1018.',0,0,0,0,0
'(Reading database ... 70289 files and directories currently installed.)',0,0,0,0,0
'Preparing to unpack .../linux-aws-tools-4.4.0-1018_4.4.0-1018.27_amd64.deb ...\nUnpacking linux-aws-tools-4.4.0-1018 (4.4.0-1018.27) ...',0,0,0,0,0
'Selecting previously unselected package linux-tools-4.4.0-1018-aws.',0,0,0,0,0
'Preparing to unpack .../linux-tools-...',0,0,0,0,0
'This bug was fixed in the package linux - 4.4.0-79.100\n---------------\nlinux (4.4.0-79.100) xenial; urgency=low\n\xa0\xa0* linux: 4.4.0-79.100 -proposed tracker (LP: #1691180)\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0gke versions\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0aws versions\n\xa0\xa0\xa0\xa0- [Packaging] prevent linux-*-tools-common from being produced from non linux\n\xa0\xa0\xa0\xa0\xa0\xa0packages\n\xa0\xa0* CVE-2017-0605\n\xa0\xa0\xa0\xa0- tracing: Use strlcpy() instead of strcpy() in __trace_find_cmdline()\n\xa0\xa0* i915-bpo crashes on external hdmi input (LP: #1580272)\n\xa0\xa0\xa0\xa0- SAUCE: i915_bpo: Silence the warning about watermark entries not changing\n\xa0\xa0* Kernel panics on Xenial when using cgroups and strict CFS limits\n\xa0\xa0\xa0\xa0(LP: #1687512)\n\xa0\xa0\xa0\xa0- sched/fair: Initialize throttle_count for new task-groups lazily\n\xa0\xa0\xa0\xa0- sched/fair: Do not announce throttled next buddy in dequeue_task_fair()\n\xa0\xa0* bonding - mlx5 - speed changed to 0 after changing ring size  (LP: #1687877)\n\xa0\xa0\xa0\xa0- bonding: allow notifications for bond_set_slave_link_state\n\xa0\xa0* Xenial update to 4.4.67 stable release (LP: #1689296)\n\xa0\xa0\xa0\xa0- timerfd: Protect the might cancel mechanism proper\n\xa0\xa0\xa0\xa0- Handle mismatched open calls\n\xa0\xa0\xa0\xa0- ASoC: intel: Fix PM and non-atomic crash in bytcr drivers\n\xa0\xa0\xa0\xa0- ALSA: ppc/awacs: shut up maybe-uninitialized warning\n\xa0\xa0\xa0\xa0- drbd: avoid redefinition of BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- mtd: avoid stack overflow in MTD CFI code\n\xa0\xa0\xa0\xa0- net: tg3: avoid uninitialized variable warning\n\xa0\xa0\xa0\xa0- netlink: Allow direct reclaim for fallback allocation\n\xa0\xa0\xa0\xa0- IB/qib: rename BITS_PER_PAGE to RVT_BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- IB/ehca: fix maybe-uninitialized warnings\n\xa0\xa0\xa0\xa0- ext4: require encryption feature for EXT4_IOC_SET_ENCRYPTION_POLICY\n\xa0\xa0\xa0\xa0- ext4 crypto: revalidate dentry after adding or removing the key\n\xa0\xa0\xa0\xa0- ext4 crypto: use dget_parent() in ext4_d_revalidate()\n\xa0\xa0\xa0\xa0- ext4/fscrypto: avoid RCU lookup in d_revalidate\n\xa0\xa0\xa0\xa0- nfsd4: minor NFSv2/v3 write decoding cleanup\n\xa0\xa0\xa0\xa0- nfsd: stricter decoding of write-like NFSv2/v3 ops\n\xa0\xa0\xa0\xa0- dm ioctl: prevent stack leak in dm ioctl call\n\xa0\xa0\xa0\xa0- Linux 4.4.67\n\xa0\xa0* Precision Rack failed to resume from S4 (LP: #1686061)\n\xa0\xa0\xa0\xa0- x86 / hibernate: Use hlt_play_dead() when resuming from hibernation\n\xa0\xa0\xa0\xa0- x86/boot: Split out kernel_ident_mapping_init()\n\xa0\xa0\xa0\xa0- x86/power/64: Always create temporary identity mapping correctly\n\xa0\xa0* Xenial update to 4.4.66 stable release (LP: #1688505)\n\xa0\xa0\xa0\xa0- f2fs: do more integrity verification for superblock\n\xa0\xa0\xa0\xa0- xc2028: unlock on error in xc2028_set_config()\n\xa0\xa0\xa0\xa0- ARM: OMAP2+: timer: add probe for clocksources\n\xa0\xa0\xa0\xa0- clk: sunxi: Add apb0 gates for H3\n\xa0\xa0\xa0\xa0- crypto: testmgr - fix out of bound read in __test_aead()\n\xa0\xa0\xa0\xa0- drm/amdgpu: fix array out of bounds\n\xa0\xa0\xa0\xa0- ext4: check if in-inode xattr is corrupted in ext4_expand_extra_isize_ea()\n\xa0\xa0\xa0\xa0- md:raid1: fix a dead loop when read from a WriteMostly disk\n\xa0\xa0\xa0\xa0- MIPS: Fix crash registers on non-crashing CPUs\n\xa0\xa0\xa0\xa0- net: cavium: liquidio: Avoid dma_unmap_single on uninitialized ndata\n\xa0\xa0\xa0\xa0- net_sched: close another race condition in tcf_mirre...',0,0,0,0,1
'This bug was fixed in the package linux-aws - 4.4.0-1018.27\n---------------\nlinux-aws (4.4.0-1018.27) xenial; urgency=low\n\xa0\xa0* linux-aws: 4.4.0-1018.27 -proposed tracker (LP: #1691184)\n\xa0\xa0* linux xenial derivatives fail to build (LP: #1691814)\n\xa0\xa0\xa0\xa0- [Packaging] Set do_tools_common in common vars\n\xa0\xa0\xa0\xa0- [Packaging] Do not build tools-common\n\xa0\xa0*  linux-aws/linux-gke incorrectly producing an empty linux-*-source package-*\n\xa0\xa0\xa0\xa0(LP: #1690183)\n\xa0\xa0\xa0\xa0- [Packaging] drop linux-aws-source-* package\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] linux-tools-* linux-cloud-tools-* share -common packages with linux\n\xa0\xa0* disable many ACPI features (LP: #1689372)\n\xa0\xa0\xa0\xa0- [config] AWS: disable assorted ACPI features\n\xa0\xa0* disable NOUVEAU (LP: #1689373)\n\xa0\xa0\xa0\xa0- [config] AWS: disable NOUVEAU\n\xa0\xa0* disable GPIOLIB, PINCTRL, and all consumers of them (LP: #1689374)\n\xa0\xa0\xa0\xa0- [config] AWS: disable INTEL_LPSS, AMD_PLATFORM, PINCTRL\n\xa0\xa0\xa0\xa0- [config] AWS: disable GPIOLIB\n\xa0\xa0[ Ubuntu: 4.4.0-79.100 ]\n\xa0\xa0* linux: 4.4.0-79.100 -proposed tracker (LP: #1691180)\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0gke versions\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0aws versions\n\xa0\xa0\xa0\xa0- [Packaging] prevent linux-*-tools-common from being produced from non linux\n\xa0\xa0\xa0\xa0\xa0\xa0packages\n\xa0\xa0* CVE-2017-0605\n\xa0\xa0\xa0\xa0- tracing: Use strlcpy() instead of strcpy() in __trace_find_cmdline()\n\xa0\xa0* i915-bpo crashes on external hdmi input (LP: #1580272)\n\xa0\xa0\xa0\xa0- SAUCE: i915_bpo: Silence the warning about watermark entries not changing\n\xa0\xa0* Kernel panics on Xenial when using cgroups and strict CFS limits\n\xa0\xa0\xa0\xa0(LP: #1687512)\n\xa0\xa0\xa0\xa0- sched/fair: Initialize throttle_count for new task-groups lazily\n\xa0\xa0\xa0\xa0- sched/fair: Do not announce throttled next buddy in dequeue_task_fair()\n\xa0\xa0* bonding - mlx5 - speed changed to 0 after changing ring size  (LP: #1687877)\n\xa0\xa0\xa0\xa0- bonding: allow notifications for bond_set_slave_link_state\n\xa0\xa0* Xenial update to 4.4.67 stable release (LP: #1689296)\n\xa0\xa0\xa0\xa0- timerfd: Protect the might cancel mechanism proper\n\xa0\xa0\xa0\xa0- Handle mismatched open calls\n\xa0\xa0\xa0\xa0- ASoC: intel: Fix PM and non-atomic crash in bytcr drivers\n\xa0\xa0\xa0\xa0- ALSA: ppc/awacs: shut up maybe-uninitialized warning\n\xa0\xa0\xa0\xa0- drbd: avoid redefinition of BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- mtd: avoid stack overflow in MTD CFI code\n\xa0\xa0\xa0\xa0- net: tg3: avoid uninitialized variable warning\n\xa0\xa0\xa0\xa0- netlink: Allow direct reclaim for fallback allocation\n\xa0\xa0\xa0\xa0- IB/qib: rename BITS_PER_PAGE to RVT_BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- IB/ehca: fix maybe-uninitialized warnings\n\xa0\xa0\xa0\xa0- ext4: require encryption feature for EXT4_IOC_SET_ENCRYPTION_POLICY\n\xa0\xa0\xa0\xa0- ext4 crypto: revalidate dentry after adding or removing the key\n\xa0\xa0\xa0\xa0- ext4 crypto: use dget_parent() in ext4_d_revalidate()\n\xa0\xa0\xa0\xa0- ext4/fscrypto: avoid RCU lookup in d_revalidate\n\xa0\xa0\xa0\xa0- nfsd4: minor NFSv2/v3 write decoding cleanup\n\xa0\xa0\xa0\xa0- nfsd: stricter decoding of write-like NFSv2/v3 ops\n\xa0\xa0\xa0\xa0- dm ioctl: prevent stack leak in dm ioctl call\n\xa0\xa0\xa0\xa0- Linux 4.4.67\n\xa0\xa0* Precis...',0,0,0,0,1
'This bug was fixed in the package linux-gke - 4.4.0-1014.14\n---------------\nlinux-gke (4.4.0-1014.14) xenial; urgency=low\n\xa0\xa0* linux-gke: 4.4.0-1014.14 -proposed tracker (LP: #1691186)\n\xa0\xa0* linux xenial derivatives fail to build (LP: #1691814)\n\xa0\xa0\xa0\xa0- [Packaging] Set do_tools_common in common vars\n\xa0\xa0\xa0\xa0- [Packaging] Put hooks.mk file in the right place\n\xa0\xa0*  linux-aws/linux-gke incorrectly producing an empty linux-*-source package-*\n\xa0\xa0\xa0\xa0(LP: #1690183)\n\xa0\xa0\xa0\xa0- [Packaging] drop linux-gke-source-* package\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] linux-tools-* linux-cloud-tools-* share -common packages with linux\n\xa0\xa0[ Ubuntu: 4.4.0-79.100 ]\n\xa0\xa0* linux: 4.4.0-79.100 -proposed tracker (LP: #1691180)\n\xa0\xa0* linux-aws/linux-gke incorrectly producing and using linux-*-tools-\n\xa0\xa0\xa0\xa0common/linux-*-cloud-tools-common (LP: #1688579)\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0gke versions\n\xa0\xa0\xa0\xa0- [Config] make linux-tools-common and linux-cloud-tools-common provide linux-\n\xa0\xa0\xa0\xa0\xa0\xa0aws versions\n\xa0\xa0\xa0\xa0- [Packaging] prevent linux-*-tools-common from being produced from non linux\n\xa0\xa0\xa0\xa0\xa0\xa0packages\n\xa0\xa0* CVE-2017-0605\n\xa0\xa0\xa0\xa0- tracing: Use strlcpy() instead of strcpy() in __trace_find_cmdline()\n\xa0\xa0* i915-bpo crashes on external hdmi input (LP: #1580272)\n\xa0\xa0\xa0\xa0- SAUCE: i915_bpo: Silence the warning about watermark entries not changing\n\xa0\xa0* Kernel panics on Xenial when using cgroups and strict CFS limits\n\xa0\xa0\xa0\xa0(LP: #1687512)\n\xa0\xa0\xa0\xa0- sched/fair: Initialize throttle_count for new task-groups lazily\n\xa0\xa0\xa0\xa0- sched/fair: Do not announce throttled next buddy in dequeue_task_fair()\n\xa0\xa0* bonding - mlx5 - speed changed to 0 after changing ring size  (LP: #1687877)\n\xa0\xa0\xa0\xa0- bonding: allow notifications for bond_set_slave_link_state\n\xa0\xa0* Xenial update to 4.4.67 stable release (LP: #1689296)\n\xa0\xa0\xa0\xa0- timerfd: Protect the might cancel mechanism proper\n\xa0\xa0\xa0\xa0- Handle mismatched open calls\n\xa0\xa0\xa0\xa0- ASoC: intel: Fix PM and non-atomic crash in bytcr drivers\n\xa0\xa0\xa0\xa0- ALSA: ppc/awacs: shut up maybe-uninitialized warning\n\xa0\xa0\xa0\xa0- drbd: avoid redefinition of BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- mtd: avoid stack overflow in MTD CFI code\n\xa0\xa0\xa0\xa0- net: tg3: avoid uninitialized variable warning\n\xa0\xa0\xa0\xa0- netlink: Allow direct reclaim for fallback allocation\n\xa0\xa0\xa0\xa0- IB/qib: rename BITS_PER_PAGE to RVT_BITS_PER_PAGE\n\xa0\xa0\xa0\xa0- IB/ehca: fix maybe-uninitialized warnings\n\xa0\xa0\xa0\xa0- ext4: require encryption feature for EXT4_IOC_SET_ENCRYPTION_POLICY\n\xa0\xa0\xa0\xa0- ext4 crypto: revalidate dentry after adding or removing the key\n\xa0\xa0\xa0\xa0- ext4 crypto: use dget_parent() in ext4_d_revalidate()\n\xa0\xa0\xa0\xa0- ext4/fscrypto: avoid RCU lookup in d_revalidate\n\xa0\xa0\xa0\xa0- nfsd4: minor NFSv2/v3 write decoding cleanup\n\xa0\xa0\xa0\xa0- nfsd: stricter decoding of write-like NFSv2/v3 ops\n\xa0\xa0\xa0\xa0- dm ioctl: prevent stack leak in dm ioctl call\n\xa0\xa0\xa0\xa0- Linux 4.4.67\n\xa0\xa0* Precision Rack failed to resume from S4 (LP: #1686061)\n\xa0\xa0\xa0\xa0- x86 / hibernate: Use hlt_play_dead() when resuming from hibernation\n\xa0\xa0\xa0\xa0- x86/boot: Split out kernel_ident_mapping_init()\n\xa0\xa0\xa0\xa0- x86/power/64: Always create temporary identity mapping correctly\n\xa0\xa0* Xenial update to 4.4.66 stable release (LP: #1688505)\n\xa0\xa0\xa0\xa0- f2fs: do more int...',0,0,0,0,1
