@relation rationale
@attribute sentence string
@attribute classification string
@data
'On Intrepid blam (1.8.5-1ubuntu1)  libgecko2.0-cil (0.13-1ubuntu2) it crashes on startup:\nsimone@simone-desktop:~$ blam\n** (Blam:8629): WARNING **: The following assembly referenced from /usr/lib/blam/blam.exe could not be loaded:\n\xa0\xa0\xa0\xa0\xa0Assembly:   gecko-sharp-dependent    (assemblyref_index=13)\n\xa0\xa0\xa0\xa0\xa0Version:    2.0.0.0\n\xa0\xa0\xa0\xa0\xa0Public Key: ccf7d78a55e9f021\nThe assembly was not found in the Global Assembly Cache, a path listed in the MONO_PATH environment variable, or in the location of the executing assembly (/usr/lib/blam).','relevant'
"** (Blam:8629): WARNING **: Could not load file or assembly 'gecko-sharp-dependent, Version=2.0.0.0, Culture=neutral, PublicKeyToken=ccf7d78a55e9f021' or one of its dependencies.",'relevant'
'Unhandled Exception: System.TypeLoadException: A type load exception has occurred.','relevant'
'at Imendio.Blam.Application..ctor (System.String[] args, System.Object[] props) [0x00000]\n\xa0\xa0at Imendio.Blam.Application.Main (System.String[] args) [0x00000]','irrelevant'
'Thanks for your bug report.','irrelevant'
'I have some updates and upgrades yet to do.','irrelevant'
'Could you attach /var/log/oem-config.log and /var/log/Xorg.0.log to this bug report, please?','irrelevant'
"Sorry about lack of info, I don't yet have a handle on all the bug stuff, also If I don't keep getting the crash I figure it is fixed.",'irrelevant'
'I am now using a fresh install of Ubuntu Gusty Gibbon Beta 7.10 i3x86.iso Alternative Install with up to the moment updates and dist-upgrades.','irrelevant'
'I have also installed as many of the add/remove applications to help try to get the bugs weeded out before Gamma Product Release.','relevant'
'I have added most recent xorg.log files and oem-config.log file as requested.','relevant'
"I have a matchbox virtual keyboard that doesn't remove off the webpage browser windows in mozilla firefox, my computer no longer shutsdown, unless I go into terminal and give it a shutdown command and then It turns off to the will now halt dialog, and turns off something inside the computer but the display remains.",'relevant'
'I also have to --or thru  to get a terminal to login and run a StartX,.','relevant'
'I sometimes have to reconfig the display which is a dual head display with only a 15-pin VGA monitor connected.','relevant'
'When my computer starts up I get a invalid mode error message asking me to pick a mode or press the  or wait 30 seconds to continue.','relevant'
"I might of also missed responding to this bug because once I lose the ability to see the OS on my computer because of a display bug, not always knowing the StartX, GDM, KDM, and xorg.conf options in a terminal it's game over for me, and I need to reinstall the OS, switch computers, or wait till the next release and hope the bug is fixed.",'relevant'
'Which can be challenging when the release schedule changes which I have seen twice in the last two beta releases which I would think is one of the worst times to skip a release.','irrelevant'
"Anyway please reopen this bug, if it's self imposed please let me know, I'm new to most of this and am willing to try to send more info as requested but I am Beta testing this OS on 3 very different computers.",'irrelevant'
'The spicctrl entry makes no sense for me and results at least on sony_acpi Laptops in a bug (sets brightness on the lowest option to 33 (which is out of bound 0-8)) so I have removed it.','relevant'
'I have made another bug report https://bugs.launchpad.net/ubuntu/+source/acpi-support/+bug/117331 for acpi-support.','relevant'
'If both fixes are accepted I have made another sonybright.patch to fix both problems of /etc/acpi/sonybright.sh.','relevant'
'Since sony_acpi is deprecated it concerns sony_laptop module which is in the kernel package.','relevant'
'Thanks for the report and the patch.','irrelevant'
'Amit, can you have a look?','irrelevant'
'Since sony-acpi is deprecated I have made a new patch for sony-laptop.c.','relevant'
"It works for me but it might be dirty or erroneous since it isn't as easy as in sony-acpi.c and I have just changed some lines.",'relevant'
'I have mailed it to the sony-laptop developer so maybe I have some exact information soon.','irrelevant'
'Since the user space sonybright.sh script of acpi-support needs some changes too I have posted another patch.','relevant'
'It mainly based on this report https://bugs.launchpad.net/ubuntu/+source/acpi-support/+bug/136380 so all changes are listed there.','relevant'
'Btw.','irrelevant'
'thanks for supporting this bug report.','irrelevant'
'Ok, according to sony-laptop developer Mattia Dongili my Patch would break brightness for the other Sony laptops.','relevant'
'Since he tries to implement another brightness option I would think that this should be stay backwards unless somebody has working idea.','relevant'
"Moving milestone forward (but from the sound of things maybe this isn't appropriate for 7.10?",'relevant'
').','irrelevant'
'Thanks for your reply.','irrelevant'
"My patch doesn't work with other Sony laptops and if nobody has a working solution I guess we should deferred it to Gutsy+1.",'relevant'
'It is not so hard to recompile the module for own needs.','relevant'
'More important for Sony brightness is atm bug #136380.','relevant'
'Hi unggnu,\nCare to comment if this is still an issue in the latest Hardy Alpha release?','irrelevant'
'Thanks.','irrelevant'
'It is still an issue in current Hardy.','relevant'
'The Ubuntu Kernel Team is planning to move to the 2.6.27 kernel for the upcoming Intrepid Ibex 8.10 release.','relevant'
'As a result, the kernel team would appreciate it if you could please test this newer 2.6.27 Ubuntu kernel.','irrelevant'
'There are one of two ways you should be able to test:\n1)  If you are comfortable installing packages on your own, the linux-image-2.6.27-* package is currently available for you to install and test.','irrelevant'
'--or--\n2)  The upcoming Alpha5 for Intrepid Ibex 8.10 will contain this newer 2.6.27 Ubuntu kernel.','relevant'
'Alpha5 is set to be released Thursday Sept 4.','irrelevant'
'Please watch http://www.ubuntu.com/testing for Alpha5 to be announced.','irrelevant'
'You should then be able to test via a LiveCD.','irrelevant'
'Please let us know immediately if this newer 2.6.27 kernel resolves the bug reported here or if the issue remains.','irrelevant'
"More importantly, please open a new bug report for each new bug/regression introduced by the 2.6.27 kernel and tag the bug report with 'linux-2.6.27'.",'irrelevant'
'Also, please specifically note if the issue does or does not appear in the 2.6.26 kernel.','irrelevant'
'Thanks again, we really appreicate your help and feedback.','irrelevant'
'Per a decision made by the Ubuntu Kernel Team, bugs will longer be assigned to the ubuntu-kernel-team in Launchpad as part of the bug triage process.','irrelevant'
'The ubuntu-kernel-team is being unassigned from this bug report.','irrelevant'
'Refer to https://wiki.ubuntu.com/KernelTeamBugPolicies for more information.','irrelevant'
'Thanks.','irrelevant'
'Still a problem in current Jaunty.','relevant'
'Is this still an issue with the latest pre-release of Jaunty 9.04?','irrelevant'
'Refer to http://www.ubuntu.com/testing/jaunty/beta .','irrelevant'
'Please let us know.','irrelevant'
'This is still an issue in current Jaunty.','relevant'
"The upstream report haven't been changed too.",'irrelevant'
'Bug is confirmed in Jaunty/intrepid and Hardy.','relevant'
'Upstream bug is still open.','irrelevant'
'[This is an automated message.','irrelevant'
'Apologies if it has reached you inappropriately.]','irrelevant'
'This bug was flagged as having a patch attached.','irrelevant'
"The Ubuntu Kernel Team's preferred policy is for all patches to be submitted and accepted into the upstream kernel before agreeing to merge them into the Ubuntu kernel.",'irrelevant'
'The goal for the Ubuntu kernel is to have little to no divergence from the upstream linux kernel source.','irrelevant'
'https://wiki.ubuntu.com/KernelTeam/KernelPatches has been written to document the suggested policy and procedures for helping get a patch merged upstream and subsequently into the Ubuntu kernel.','irrelevant'
'Please take the time to review that wiki if this patch should be considered for inclusion into the upstream and Ubuntu kernel.','irrelevant'
'Let us know if you have any questions or need any help via the Ubuntu Kernel Team mailing list.','irrelevant'
'Thanks in advance.','irrelevant'
"unggnu, the patch for the file drivers/misc/sony-laptop.c is no longer exist in the current kernel source, so we can't trace the status of upstream bug to know the status.",'irrelevant'
'So, Could you confirm if this is still an issue in karmic?','irrelevant'
'Yes it is still an issue.','relevant'
"Dropped the 'is a patch for this issue' off of the patches as they no longer could fix the issue per comment #21.",'relevant'
'Could we also confirm that the issue still exists in Natty.','irrelevant'
'Please report back here.','irrelevant'
"unggnu, this bug was reported a while ago and there hasn't been any activity in it recently.",'irrelevant'
'We were wondering if this is still an issue?','irrelevant'
'If so, could you please test for this with the latest development release of Ubuntu?','irrelevant'
'ISO images are available from http://cdimage.ubuntu.com/daily-live/current/ .','irrelevant'
'If it remains an issue, could you please run the following command in the development release from a Terminal (Applications->Accessories->Terminal), as it will automatically gather and attach updated debug information to this report:\napport-collect -p linux \nAlso, could you please test the latest upstream kernel available following https://wiki.ubuntu.com/KernelMainlineBuilds ?','irrelevant'
'It will allow additional upstream developers to examine the issue.','irrelevant'
'Please do not test the daily folder, but the one all the way at the bottom.','irrelevant'
"Once you've tested the upstream kernel, please comment on which kernel version specifically you tested.",'irrelevant'
'If this bug is fixed in the mainline kernel, please add the following tags:\nkernel-fixed-upstream\nkernel-fixed-upstream-VERSION-NUMBER\nwhere VERSION-NUMBER is the version number of the kernel you tested.','irrelevant'
'For example:\nkernel-fixed-upstream-v3.11-rc5\nThis can be done by clicking on the yellow circle with a black pencil icon next to the word Tags located at the bottom of the bug description.','irrelevant'
"As well, please remove the tag:\nneeds-upstream-testing\nIf the mainline kernel does not fix this bug, please add the following tags:\nkernel-bug-exists-upstream\nkernel-bug-exists-upstream-VERSION-NUMBER\nAs well, please remove the tag:\nneeds-upstream-testing\nIf you are unable to test the mainline kernel, please comment as to why specifically you were unable to test it and add the following tags:\nkernel-unable-to-test-upstream\nkernel-unable-to-test-upstream-VERSION-NUMBER\nOnce testing of the upstream kernel is complete, please mark this bug's Status as Confirmed.",'irrelevant'
'Please let us know your results.','irrelevant'
'Thank you for your understanding.','irrelevant'
'Chintana Prabhu, please _stop_ changing the Status, or marking yourself assigned.','irrelevant'
'For more on this, please see https://wiki.ubuntu.com/Bugs/Status .','irrelevant'
'I have marked as confirmed.','irrelevant'
"I don't have glib symbols.",'irrelevant'
"I don't know if needed, if yes tell me and I will generate another bug report.",'irrelevant'
'thanks for your report, may you please install the following packages: libgtk2.0-0-dbgsym, libglib2.0-0-dbgsym, glade-3-dbgsym and get a new trace?','irrelevant'
'the one you submitted is missing some symbols.','irrelevant'
'Thanks!.','irrelevant'
'I think now is complete.','irrelevant'
'Now with full debug report','irrelevant'
'Thanks for your bug report.','irrelevant'
'This bug has been reported to the developers of the software.','irrelevant'
'You can track it and make comments here: http://bugzilla.gnome.org/show_bug.cgi?id=541447','irrelevant'
"Here's what happen if I try to unmount the drive from a terminal:\nantoine@portant 10:05:41:~$ ls /media/\ncdrom  cdrom0  serveur\nantoine@portant 10:05:47:~$ sudo umount serveur\n[sudo] password for antoine:\numount: serveur: not found",'relevant'
'My apologies for the previous post.','irrelevant'
"antoine@portant 10:06:04:~$ sudo umount /media/serveur\numount.nfs: Server failed to unmount 'IPADDRESS:/media/data'\numount.nfs: /media/serveur: device is busy\numount.nfs: Server failed to unmount 'IPADDRESS:/media/data'\numount.nfs: /media/serveur: device is busy",'relevant'
'thank you for your bug report, looks like a hang rather than a crash','relevant'
'Hi!','irrelevant'
"I tried to obtain backtraces, but I couldn't.",'irrelevant'
"Here's what I did:\n1.",'relevant'
'Mounting an NFS disk on NFSClient\n2.','relevant'
'Shutting down the NFSServer\n3.','relevant'
'Running gdb and attach it to nautilus\n4.','relevant'
'In nautilus/on the desktop, right clicking on the NFS disk and trying to\nunmount it\n4.','relevant'
'Nautilus hangs: window becomes white, no icons on the desktop anymore.','relevant'
"Trying to exit the program doesn't work, nor does\n5. couldn't obtain anything with gdb, so I killed the process and I couldn't\nobtain backtraces.",'relevant'
'...\n(gdb) continue\nContinuing.','relevant'
'[New Thread 0x41720950 (LWP 23870)]\n[New Thread 0x42722950 (LWP 23871)]\n[Thread 0x41720950 (LWP 23870) exited]\n[Thread 0x42722950 (LWP 23871) exited]\nProgram terminated with signal SIGKILL, Killed.','relevant'
'The program no longer exists.','relevant'
'(gdb)\nThe program is not being run.','relevant'
'(gdb) backtrace full\nNo stack.','relevant'
'What is the difference between a crash and a hang?','irrelevant'
'How could I give Gnome devs useful informations in the case of a hang?','irrelevant'
'Thank you!','irrelevant'
"that's because there is already a running nautilus and you need to attach gdb to this one, the wiki page has details on how\nto do that",'relevant'
"could you try if that's still an issue in intrepid?",'irrelevant'
'Yes it is still an issue in Intrepid.','relevant'
'Beside gdb and nautilus-dbg what other package should I have installed to get useful information?','irrelevant'
'As you mentioned it, this seems rather to be a hang than a crash, do backtraces exist in the case of a hang?','irrelevant'
'I tried several times to get backtraces but was unable to obtain them (see my previous message).','irrelevant'
'At the moment all I can provide is a screenshot of gnome monitor that says the process Nautilus (nautilus --no-browser --no-desktop) is:\n* Status: Uninterruptable\n* Waiting Channel: rpc_wait_bit_killable\nAt that stage, no new instance of nautilus can be launched.','relevant'
'The process need to be killed.','relevant'
'I do realize that more informations are needed in order to find what causes the problem and have an opportunity to fix it.','irrelevant'
'regards,','irrelevant'
'Rigth clicking on Properties does not make the hang to occur.','irrelevant'
'Trying to open the disk through F-Spot or Brasero make nautilus hanging with exactly the same symptoms but:\n* Status: Uninterruptable\n* Waiting Channel: nfs_wait_schedule','relevant'
'could you reply to the upstream comment then and get a stacktrace?','irrelevant'
'The problem (umount of a NFS volume of a disappeared NFS server is stuck in the kernel)\nhas nothing to do with a particular filemanager.','relevant'
'This is only one possibility where the\nsymptoms of the problem surface.','irrelevant'
'I think this problem should be reported as a bug in the package nfs-common or the\nLinux kernel, because even the /sbin/umount.nfs with option -f (force) given hangs\nin the umount() system call, which can be seen by using the command\n\xa0\xa0\xa0strace -p `pidof /sbin/umount.nfs`\nin another terminal window.','relevant'
'the upstream bug states that the issue is not a nautilus one','relevant'
"Hi all,\nI've the same problem and another way to reproduce this issue:\n1.",'relevant'
'Mounting an NFS disk on NFSClient\n2.','relevant'
'Shutting down the NFSServer\n3.','relevant'
'Open your personal folder or any other directory in nautilus\n4.','relevant'
'Insert a CD in your drive or plug in a USB flash device\n5. try to open the new inserted media\n6. nautilus hangs.','relevant'
'@Peter:\nGreetings from Oldenburg ;o)','irrelevant'
'StacktraceTop:IA__gtk_propagate_event (widget=0x9ca5080, event=0x4)\negg_tree_multi_drag_button_release_event (widget=0x9ca5080,\n_gtk_marshal_BOOLEAN__BOXED (closure=0x9ca8cc0,\nIA__g_closure_invoke (closure=0x9ca8cc0,\nsignal_emit_unlocked_R (node=0x9c6e1d0, detail=0,','irrelevant'
'Thanks for your bug report.','irrelevant'
'This bug has been reported to the developers of the software.','irrelevant'
'You can track it and make comments here: http://bugzilla.gnome.org/show_bug.cgi?id=573774','irrelevant'
'I tested in Karmic 2009 oct 22, and http://launchpadlibrarian.net/22981786/username.tar.gz not reproduce the error.','irrelevant'
'the issue has not been fixed yet, we just got another duplicate.','relevant'
'does anyone read these bug reports or did I just not fill it out correctly?','irrelevant'
'A few people have reported their first experience with Ubuntu to be a literal blowing out of speakers due to the login sound.','relevant'
'We really should default to a lower volume.','relevant'
"gdm doesn't set the volume level, the bug there should be reassign to alsa or some sound stack component",'relevant'
'I confirm this, having witnessed three people (plus me) being inconvenienced by the volume level on five different laptops.','relevant'
'Swâmi, if this is so unbearable remember you can always get a full refund for your Ubuntu.','irrelevant'
'In Oneiric this seems to go in the wrong direction, i.e.','irrelevant'
'it seems to be more difficult for those (most users?)','irrelevant'
"who don't like the login sound to figure out how to disable it.",'relevant'
'In an attempt to prevent that, I posted a message to the ubuntu-desktop mailing list:\nhttps://lists.ubuntu.com/archives/ubuntu-desktop/2011-October/003283.html\nYour contributions to that thread might make a difference.','irrelevant'
';-)','irrelevant'
'Please refrain from useless comments OC.','irrelevant'
'Thanks Konstantin.','irrelevant'
'I was having the same problem and that solved it.','relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'Thanks for taking the time to submit a patch!','irrelevant'
'I was able to get the patch applied to the Precise (what will be 12.04) version of mountall.','relevant'
'However, the behavior is not what I had expected nor what I think you intended.','relevant'
"Instead of seeing a message regarding the skipping of the filesystem marked nofail I saw the 'disk drive is not ready or present' error and had the skip or manual prompt.",'relevant'
'That quickly went by and then the system booted.','relevant'
'I think instead the message you intended should be displayed and then the system should continue booting.','relevant'
"I'd be happy to review any more patches and help get them uploaded.",'irrelevant'
'Thanks again.','irrelevant'
