@relation rationale
@attribute sentence string
@attribute classification string
@data
'Maybe we can add some fieldinfos tests to exercise this directly, and maybe there is a way to simplify the scary logic too.','relevant'
'+1, this looks like an easy, possibly high-impact win.','relevant'
'I think we can be more aggressive about using the array: TreeMap has much more than 50\\% overhead, since it also needs Integer key and pointer to that key, and object overhead holding that key pointer and value pointer.','relevant'
"I think we can safely do this opto when it's > 10\\% of the space?",'relevant'
'Mike, if you have time, can you do calculations and adjust the patch?','irrelevant'
'You can take the issue too, i had basically given up on this.','irrelevant'
'OK I can try to update this & commit...','relevant'
'New patch, using dense array when > 1/16th of the numbers are used:\nEach TreeMap$Entry has object header (8 or 16 bytes), 5 pointers (4 or\n8 bytes), and a boolean (likely rounded up to 4 bytes), times 2 for\nall the inner nodes of the tree, plus the overhead of Integer (object\nheader, int), so net/net each entry in the TreeMap costs 68 - 124 bytes.','relevant'
'The array is 4 or 8 bytes per int.','relevant'
'I think the patch is ready...','relevant'
'Thanks, can you change 16 to 16L?','relevant'
"I don't want to think about overflowing.",'relevant'
'Thanks, can you change 16 to 16L?','relevant'
'Oh, good catch!','relevant'
"I'll fix ...",'relevant'
'+1 to commit with that modification, thanks for doing the calculations here.','relevant'
"Commit 1687789 from Michael McCandless in branch 'dev/trunk'\n[ https://svn.apache.org/r1687789 ]\nLUCENE-6325: use array for number -> FieldInfo lookup, except in very sparse cases",'irrelevant'
"Commit 1687792 from Michael McCandless in branch 'dev/branches/branch_5x'\n[ https://svn.apache.org/r1687792 ]\nLUCENE-6325: use array for number -> FieldInfo lookup, except in very sparse cases",'irrelevant'
'Thanks Robert Muir!','irrelevant'
'Bulk close for 5.3.0 release','relevant'
'Patch that adds the MatchNoDocsQuery and uses it for empty SimpleQueryParser queries as well as when a BooleanQuery is rewritten and has no clauses.','relevant'
'I think its confusing we have MatchAll but not MatchNone.','relevant'
'I wonder if it should just be sugar and rewrite() to a booleanquery with no clauses?','relevant'
"Then it wouldn't need a weight and scorer.",'relevant'
'I think the 0x1AA71190 of MatchAllDocsQuery is here to avoid that all Query impls that only wrap a boost end up with the same hash code.','relevant'
'Maybe a cleaner way to do it would be to return Float.floatToIntBits(getBoost()) ^ getClass().hashCode().','relevant'
'I wonder if it should just be sugar and rewrite() to a booleanquery with no clauses?','relevant'
'+1 to rewrite to an empty BooleanQuery','relevant'
'+1','relevant'
'New patch that changes MatchNoDocsQuery to rewrite to an empty BooleanQuery.','relevant'
"Also removes the nocommit as per Adrien's suggestion",'relevant'
'is the hashcode/equals stuff needed here or can the superclass impls in Query be used?','relevant'
'They seem to already have this logic.','relevant'
'In the tests, i would add a call to QueryUtils.check(q) to one of your matchnodocsqueries.','relevant'
'This will do some tests on hashcode/equals.','relevant'
'Feels wrong to me to override hashCode but not equals.','relevant'
'I think we should move this class part of hashCode() to Query.hashCode()?','relevant'
'(ie.','irrelevant'
"return Float.floatToIntBits(getBoost()) ^ getClass().hashCode()\nIf it is controversial then I'm happy with the previous patch that overrides both equals and hashCode().",'relevant'
'+1 Adrien.','relevant'
'Adrien: I agree about having the hashCode.','relevant'
"Here is a new patch that doesn't override equals or hashCode and changes Query to use the class in the hashCode method as Adrien suggested.",'relevant'
'Thanks Lee, I like this.','relevant'
'When i see code overriding hashcode/equals and not calling super.hashcode/super.equals, its a bad sign.','relevant'
'We should commit this one, and remove duplicated logic and hardcoded constants in e.g.','relevant'
'TermQuery and all other places in a followup.','relevant'
"Robert: +1, I opened LUCENE-6333 for this, I'll work on a patch.",'relevant'
"Commit 1663899 from Adrien Grand in branch 'dev/trunk'\n[ https://svn.apache.org/r1663899 ]\nLUCENE-6304: Add MatchNoDocsQuery.",'irrelevant'
'Committed.','relevant'
'Thanks Lee!','irrelevant'
"Commit 1663901 from Adrien Grand in branch 'dev/branches/branch_5x'\n[ https://svn.apache.org/r1663901 ]\nLUCENE-6304: Add MatchNoDocsQuery.",'irrelevant'
'Bulk close after 5.1 release','relevant'
'+1','relevant'
'I added two more timings to the patch.','relevant'
'here is the output on one of my wiki10m segments:\n\nsize (MB)=624.591\n    diagnostics = {os=Linux, java.vendor=Oracle Corporation, java.version=1.8.0_40-ea, lucene.version=6.0.0, mergeMaxNumSegments=-1, os.arch=amd64, source=merge, mergeFactor=10, os.version=3.13.0-43-generic, timestamp=1423097209630}\n    has deletions [delGen=6]\n    test: open reader.........OK [took 0.075 sec]\n    test: check integrity.....OK [took 1.515 sec]\n    test: check live docs.....OK [90031 deleted docs]\n    test: field infos.........OK [8 fields] [took 0.000 sec]\n    test: field norms.........OK [2 fields] [took 0.046 sec]\n    test: terms, freq, prox...OK [6844227 terms; 170452948 terms/docs pairs; 240913350 tokens] [took 13.171 sec]\n    test (ignoring deletes): terms, freq, prox...OK [7105194 terms; 179422787 terms/docs pairs; 253586353 tokens] [took 9.632 sec]\n    test: stored fields.......OK [5135307 total field count; avg 3.0 fields per doc] [took 4.648 sec]\n    test: term vectors........OK [0 total term vector count; avg 0.0 term/freq vector fields per doc] [took 0.036 sec]\n    test: docvalues...........OK [2 docvalues fields; 0 BINARY; 1 NUMERIC; 1 SORTED; 0 SORTED_NUMERIC; 0 SORTED_SET] [took 0.206 sec]\n\n\nMaybe check index should have a integrity-check only option as a followup.','relevant'
'It would just be sugar to the user, but this would always be pretty fast.','relevant'
'sorry, here is the correct patch.','relevant'
"OK I noticed one case where live docs didn't confess how long it took \nI'll fix that and commit.",'relevant'
"Commit 1658831 from Michael McCandless in branch 'dev/trunk'\n[ https://svn.apache.org/r1658831 ]\nLUCENE-6233: speed up CheckIndex when the index has term vectors",'irrelevant'
"Commit 1658832 from Michael McCandless in branch 'dev/branches/branch_5x'\n[ https://svn.apache.org/r1658832 ]\nLUCENE-6233: speed up CheckIndex when the index has term vectors",'irrelevant'
'Bulk close after 5.1 release','relevant'
"This was introduced with LUCENE-5610\nI'll fix the nightly Lucene benchmark to plot CheckIndex time ... we could have spotted this performance regression.",'relevant'
'I think CheckIndex should not check Terms.getMin/Max for TVs?','relevant'
'Patch attached + a couple of unit tests for allTermsRequired=false','relevant'
"I didn't see this patch yet, but as I said in SOLR-6648, I think it makes sense to set those defaults in the constructor.",'relevant'
'Boon Low, could you update the patch to a recent version of trunk?','relevant'
'Also, could you add javadocs to the newly added constructors?','relevant'
'That patch was based upon and tested with the v4.10.3 release on Dec 20.','irrelevant'
'But I can see that have been significant changes to AnalyzingInfixSuggester in the trunk.','irrelevant'
'Shall update and test the patch tomorrow.','irrelevant'
'patch updated w.r.t.','relevant'
'trunk 05/01/15','irrelevant'
'The patch looks good.','relevant'
'I added some more tests to the new code and renamed the field highlighting->highlight','relevant'
'Minor changes to the test and made the new fields private.','relevant'
"I'll commit this soon",'relevant'
"Commit 1649893 from Tomás Fernández Löbbe in branch 'dev/trunk'\n[ https://svn.apache.org/r1649893 ]\nLUCENE-6149: Infix suggesters' highlighting and allTermsRequired can be set at the constructor for non-contextual lookup",'irrelevant'
"Commit 1649955 from Tomás Fernández Löbbe in branch 'dev/branches/branch_5x'\n[ https://svn.apache.org/r1649955 ]\nLUCENE-6149: Infix suggesters' highlighting and allTermsRequired can be set at the constructor for non-contextual lookup",'irrelevant'
'Thanks Tomás, good to see the patch making into the trunk and branch_5x.','relevant'
'I shall find some time soon to update and post the v.4.10.3 patch to include your changes.','irrelevant'
"There's a typo the test class: testConstructorDefatuls",'irrelevant'
'patch for v4.10.3 release','relevant'
"Commit 1650132 from Tomás Fernández Löbbe in branch 'dev/trunk'\n[ https://svn.apache.org/r1650132 ]\nLUCENE-6149: Fixed typo",'irrelevant'
"Commit 1650134 from Tomás Fernández Löbbe in branch 'dev/branches/branch_5x'\n[ https://svn.apache.org/r1650134 ]\nLUCENE-6149: Fixed typo",'irrelevant'
'Fixed.','relevant'
'Thanks Boon!','irrelevant'
'Bulk close after 5.0 release.','relevant'
'Simple patch + test.','relevant'
'Thinking about this more ... it may be better to do this entirely inside a FilterDirectory.','relevant'
'E.g.','irrelevant'
'when IndexOutput is closed, and the IOContext is not MERGE, increment the bytes written ... and then that same directory instance could dynamically update the target merge throttling ... maybe.','relevant'
"I ran some tests with this approach and I think it's no good.",'relevant'
'This creates a tricky feedback system, where both CMS (via hard stalling of incoming threads) and this directory attempt to make change to let merges catch up.','relevant'
"When CMS's hard stalls kick in, this lowers the indexing byte/sec rate, which causes this directory to (over simplistically) lower the merge IO throttling, which causes the merges to take longer.",'relevant'
"I think it's better if all throttling efforts happen in one place, e.g.",'relevant'
'CMS.','irrelevant'
"I'l think about it ...",'irrelevant'
'great to see progress nuking checkabort!','relevant'
'\n\n    // Defensive: sleep for at most 250 msec; the loop above will call us again if we should keep sleeping:\n    if (curPauseNS > 250L*1000000000) {\n      curPauseNS = 250L*1000000000;\n    }\n\n\nDid you mean 250 milliseconds or 250 seconds?','irrelevant'
'+1, I really like this approach.','relevant'
'Did you mean 250 milliseconds or 250 seconds?','irrelevant'
'Woops!','irrelevant'
"I'll fix, thanks.",'irrelevant'
"I was never sure what a good value for the rate limiter would be so I'm very happy to see Lucene take care of it by itself.",'relevant'
'+  /** true if we should rate-limit writes for each merge; false if not.','irrelevant'
'null means use dynamic default: */\n+  private boolean doAutoIOThrottle = true;\n\n\nI think the comment is outdated since doAutoIOThrottle is a boolean now (instead of a Boolean)?','relevant'
'There is a similar leftover a couple of lines below I think: if (doAutoIOThrottle == Boolean.TRUE)\n\n\n+    /** Set by {@link IndexWriter} to rate limit writes and abort this merge.','relevant'
'*/\n+    public final MergeRateLimiter rateLimiter;\n\n\nI think the comment is a bit confusing since this property is not actually set by the index writer?','relevant'
'/** Returns 0 if no pause happened, 1 if pause because rate was 0.0 (merge is paused), 2 if paused with a normal rate limit.','irrelevant'
'*/\n  private synchronized int maybePause(long bytes, long curNS) throws MergePolicy.MergeAbortedException\n\n\nMaybe having constants or an enum would make the code easier to read?','relevant'
"Thanks Adrien Grand, here's a new patch with those fixes.",'relevant'
"Commit 1649532 from Michael McCandless in branch 'dev/trunk'\n[ https://svn.apache.org/r1649532 ]\nLUCENE-6119: CMS dynamically rate limits IO writes of each merge depending on incoming merge rate",'irrelevant'
"Commit 1649539 from Michael McCandless in branch 'dev/branches/branch_5x'\n[ https://svn.apache.org/r1649539 ]\nLUCENE-6119: CMS dynamically rate limits IO writes of each merge depending on incoming merge rate",'irrelevant'
